ST,PUMA,prcnt_non_cit,prcnt_non_white,total_workforce,DOs
6,5500,0.1546169303178649,0.47045892840285364,74151,"[""San Jose District Office""]"
6,5700,0.03369815060838025,0.147972417283482,47421,"[""Sacramento District Office""]"
6,5901,0.09859494094982829,0.3075110980819164,95512,"[""San Diego District Office""]"
6,5902,0.0871576547886427,0.3695652173913043,59662,"[""San Diego District Office""]"
6,5903,0.08654298985160629,0.31893104817485896,108293,"[""San Diego District Office""]"
6,5904,0.18806697548735765,0.5569066460786206,124344,"[""San Diego District Office""]"
6,5905,0.15099458982363806,0.553472483287295,122362,"[""San Diego District Office""]"
6,5906,0.1050417193426043,0.5348369152970923,98875,"[""San Diego District Office""]"
6,5907,0.1750344212383889,0.6607326390908914,103134,"[""San Diego District Office""]"
6,5908,0.15694611432943492,0.6408350639414143,91490,"[""San Diego District Office""]"
6,5909,0.25897866468804104,0.7762851303679983,76821,"[""San Diego District Office""]"
6,5910,0.23938644886603946,0.7291277009690122,106397,"[""San Diego District Office""]"
6,5911,0.1434667096047017,0.5150685666747176,74526,"[""San Diego District Office""]"
6,5912,0.16111516807613485,0.728781418576712,84902,"[""San Diego District Office""]"
6,5913,0.2008212195582405,0.8437676986973759,84752,"[""San Diego District Office""]"
6,5914,0.06652431312890632,0.37733462856723915,109118,"[""San Diego District Office""]"
6,5915,0.05588690465840129,0.30791702168356255,57509,"[""San Diego District Office""]"
6,5916,0.3212392230700624,0.9190491527103359,80728,"[""San Diego District Office""]"
6,5917,0.3724837662337662,0.8808789424860853,86240,"[""San Diego District Office""]"
6,5918,0.13312573738467787,0.4623716225364099,103406,"[""San Diego District Office""]"
6,6101,0.050773463600887164,0.31598304275807854,71238,"[""Sacramento District Office""]"
6,6102,0.06036346439670315,0.2856539656803135,59208,"[""Sacramento District Office""]"
6,6103,0.046210189939319954,0.1959534666618793,55702,"[""Sacramento District Office""]"
6,6501,0.21120578965798997,0.8319014824325902,85670,"[""West Covina District Office""]"
6,6502,0.15383353295378102,0.5055046022084038,60949,"[""West Covina District Office""]"
6,6503,0.06542344487060794,0.45587738247439347,68049,"[""West Covina District Office""]"
6,6504,0.060323816155988856,0.5118384401114207,68928,"[""West Covina District Office""]"
6,6505,0.1024513284652967,0.5852983880369236,94357,"[""West Covina District Office""]"
6,6506,0.09607302434636426,0.5652456018757466,67813,"[""West Covina District Office""]"
6,6507,0.09838969638008392,0.6301819396245045,68869,"[""West Covina District Office""]"
6,6508,0.14803029816046884,0.8347743172735941,93339,"[""West Covina District Office""]"
6,6509,0.19783778313740702,0.8127709095815554,59291,"[""West Covina District Office""]"
6,6510,0.13369165783932938,0.6547268756457034,76467,"[""West Covina District Office""]"
6,6511,0.14820272382228175,0.735833891493637,89580,"[""West Covina District Office""]"
6,6512,0.08085182215094003,0.6061837298405061,56115,"[""West Covina District Office""]"
6,6513,0.1257596175849882,0.6136947290803224,78658,"[""West Covina District Office""]"
6,6514,0.1603470123793742,0.7780607271663905,82072,"[""West Covina District Office""]"
6,6515,0.12475235264982665,0.4997833085685983,64608,"[""West Covina District Office""]"
6,6701,0.06218291750642852,0.30113280978525264,57556,"[""Sacramento District Office""]"
6,6702,0.09918084031996922,0.5032141196838781,62381,"[""Sacramento District Office""]"
6,6703,0.07325337492604744,0.29928826260779146,55779,"[""Sacramento District Office""]"
6,6704,0.13755810495672452,0.49362214953124756,63893,"[""Sacramento District Office""]"
6,6705,0.12230109435078379,0.6741595188800158,60858,"[""Sacramento District Office""]"
6,6706,0.12466765140324963,0.548857415935355,57545,"[""Sacramento District Office""]"
6,6707,0.05854818227459319,0.40610141460677474,67722,"[""Sacramento District Office""]"
6,6708,0.1775000387182704,0.7250228437795226,64569,"[""Sacramento District Office""]"
6,6709,0.12716392391536654,0.78455510436703,70185,"[""Sacramento District Office""]"
6,6710,0.06307047824965295,0.6403729683910517,81401,"[""Sacramento District Office""]"
6,6711,0.0860209195903247,0.5952095590905789,55068,"[""Sacramento District Office""]"
6,6712,0.0728715095564877,0.3001913052635274,56977,"[""Sacramento District Office""]"
6,7101,0.04428463285389856,0.4455555998246942,50198,"[""West Covina District Office""]"
6,7102,0.1191558977591667,0.7444279346210996,66627,"[""West Covina District Office""]"
6,7103,0.10240024503661627,0.5940049564224654,71826,"[""West Covina District Office""]"
6,7104,0.056347723473301206,0.4316255285672141,50845,"[""West Covina District Office""]"
6,7105,0.059373335949104565,0.4765841764524537,71362,"[""West Covina District Office""]"
6,7106,0.12021015477615271,0.7629673205266041,49297,"[""West Covina District Office""]"
6,7107,0.17543090564909833,0.7861711666832719,50185,"[""West Covina District Office""]"
6,7108,0.22004549712297605,0.8836477987421384,74730,"[""West Covina District Office""]"
6,7109,0.1837275947384347,0.8835727381143091,56181,"[""West Covina District Office""]"
6,7110,0.22798296861075354,0.8929398950391128,50495,"[""West Covina District Office""]"
6,7111,0.07582736174169903,0.6158853454406215,91405,"[""West Covina District Office""]"
6,7112,0.14786352483681311,0.7088252087094733,64803,"[""West Covina District Office""]"
6,7113,0.19422833751259136,0.8323153089436122,93318,"[""West Covina District Office""]"
6,7114,0.10512511772630274,0.7089448146779366,83881,"[""West Covina District Office""]"
6,7115,0.1588302752293578,0.8572247706422018,64528,"[""West Covina District Office""]"
6,7301,0.11805162582161668,0.5410917163626866,91892,"[""San Diego District Office""]"
6,7302,0.08211380586500347,0.3867671093911443,53231,"[""San Diego District Office""]"
6,7303,0.1321288347640913,0.5624376122978638,60108,"[""San Diego District Office""]"
6,7304,0.06005180441449888,0.2799027475408794,62929,"[""San Diego District Office""]"
6,7305,0.13612672618766436,0.5423181696505897,63507,"[""San Diego District Office""]"
6,7306,0.20231838835057755,0.6237477418295286,73068,"[""San Diego District Office""]"
6,7307,0.051912195787033884,0.2951973549662554,58676,"[""San Diego District Office""]"
6,7308,0.10372759539904859,0.40803251888834885,67899,"[""San Diego District Office""]"
6,7309,0.07665278069370932,0.34392645222599144,90499,"[""San Diego District Office""]"
6,7310,0.06661965719244956,0.231991755261445,92180,"[""San Diego District Office""]"
6,7311,0.12725462811636407,0.49499301696728376,67306,"[""San Diego District Office""]"
6,7312,0.206492020092834,0.5899249697971641,62908,"[""San Diego District Office""]"
6,7313,0.11185195710866025,0.3779334768874266,91487,"[""San Diego District Office""]"
6,7314,0.06203124808828747,0.38680826593909434,81733,"[""San Diego District Office""]"
6,7315,0.11547836993132188,0.47813729555867984,98867,"[""San Diego District Office""]"
6,7316,0.10596724579072954,0.45611530094966124,104353,"[""San Diego District Office""]"
6,7317,0.19628713680288487,0.6744381134994389,91789,"[""San Diego District Office""]"
6,7318,0.1994679205593021,0.8999195693868712,80815,"[""San Diego District Office""]"
6,7319,0.08397551631511735,0.6013328049084797,68127,"[""San Diego District Office""]"
6,7320,0.12116901426339655,0.8108925101291707,78733,"[""San Diego District Office""]"
6,7321,0.25013121216715845,0.8766722261747862,85739,"[""San Diego District Office""]"
6,7322,0.18069204357092114,0.8708412266161497,67568,"[""San Diego District Office""]"
6,7501,0.09833998059717582,0.457518594373181,92770,"[""San Jose District Office""]"
6,7502,0.1283441413531466,0.3852162041534301,76178,"[""San Jose District Office""]"
6,7503,0.22284775233248516,0.5887404580152672,94320,"[""San Jose District Office""]"
6,7504,0.12442272120343488,0.37464015777932946,81633,"[""San Jose District Office""]"
6,7505,0.09695723922295243,0.5707709678353261,69082,"[""San Jose District Office""]"
6,7506,0.13977897405223733,0.6737731066108406,70218,"[""San Jose District Office""]"
6,7507,0.17390879319614838,0.8787982469003047,61377,"[""San Jose District Office""]"
6,7701,0.13797115473228275,0.7219265505483365,86808,"[""Sacramento District Office""]"
6,7702,0.2525387859502748,0.8278802088884152,65681,"[""Sacramento District Office""]"
6,7703,0.13632187287528252,0.6373693011631967,108838,"[""Sacramento District Office""]"
6,7704,0.1632393362516543,0.5016033798228647,78584,"[""Sacramento District Office""]"
6,7901,0.065146312594485,0.3223681897551886,85331,"[""Los Angeles District Office""]"
6,7902,0.0727248260217617,0.2893037025644969,52018,"[""Los Angeles District Office""]"
6,8101,0.16258797925541768,0.7728977588442304,86384,"[""San Jose District Office""]"
6,8102,0.15897688280085853,0.7639475590917169,73149,"[""San Jose District Office""]"
6,8103,0.18978542354143285,0.5836446171627665,59699,"[""San Jose District Office""]"
6,8104,0.19235938864023722,0.5051339254784043,72167,"[""San Jose District Office""]"
6,8105,0.19782785221274868,0.47435799837596426,78816,"[""San Jose District Office""]"
6,8106,0.22677308121934242,0.5442035906817115,61771,"[""San Jose District Office""]"
